"podcast";"number";"date";"year";"month";"weekday";"duration";"title";"host";"guest";"category";"topic";"summary"
"Bonus Track";"254b";2015-07-04;"2015";"July";"Saturday";25.6166666666667;"Werner Herzog’s Fire Tornado";"Jason Snell";"Merlin Mann, John Siracusa";"Not provided";"The Incomparable 254";"Destiny and Alto and video game fakers, Lava, Fury Road (Jason hasn’t seen it), how Werner Herzog improves everything, Michael Bay’s Jodorowsky’s Fitzcarraldo, thousands and thousands of thumbtacks, our love of The Flop House, and secret looks at the content of future podcasts. But mostly nonsense"
"TV Talk Machine";"41";2015-07-03;"2015";"July";"Friday";51.4833333333333;"Only in Monroe";"Tim Goodman, David J. Loehr";NA;"Not provided";"Not provided";"David & Tim talk about Jason’s vacation, Olbermann’s vocation, James Patterson’s predation, Velcoro’s damnation, Pixar’s elation, and for the Colbert Nation, the Monroe, MI local cable access channel’s newest sensation"
"Defocused";"53";2015-07-03;"2015";"July";"Friday";139.666666666667;"The Amber that Broke the Dilophosaurus’ Back";"Joe Rosensteel, Dan Sturm";NA;"Movies";"Jurassic World";"This week we did something we swore we’d never do. We watched Jurassic World (2015"
"Robot or Not";"12";2015-07-02;"2015";"July";"Thursday";3.43333333333333;"USS Enterprise";"John Siracusa, Jason Snell";NA;"Not provided";"Hello, Computer!";"The main computer of the USS Enterprise"
"Total Party Kill";"54";2015-07-02;"2015";"July";"Thursday";48.7833333333333;"Beetles in Jars";"Scott McNulty";"Erika Ensign, Steve Lutz, Jason Snell, Dan Moren, Tony Sindelar";"Not provided";"Eglath’s Angels, part 12";"Our adventurers continue their near-naked escape from beetles and cages and defilers and other nasty things in the desert. Also, a certain bedroom containing someone’s purple pants might make a return"
"Random Trek";"58";2015-07-02;"2015";"July";"Thursday";45.4666666666667;"“The Visitor” (DS9) with L.M. Myles";"Scott McNulty";"Liz Myles";"Not provided";"“The Visitor”";"L.M. Myles, writer, podcaster, and Dr. Who fan, joins Scott to discuss “The Visitor” (DS9 S4E3), which, despite the name, doesn’t offer much screentime for Nana Visitor. Old Jake, Young Jake, and an unstuck in time Ben Sisko make for an interesting trio in this episode. Things discussed include popping in on your favorite reclusive writer (they love it!), how Jake causes the death of Dax, and whether or not you’d want to serve on a ship captained by Nog.

Next on Random Trek: DS9’s The Search Part 1 & 2"
"Lazy Doctor Who";"9";2015-07-02;"2015";"July";"Thursday";25.5833333333333;"Marco Polo 1";"Erika Ensign, Steven Schapansky";NA;"Not provided";"D (1)";"Steven and Erika celebrate Canada Day in style—by watching Erika’s (almost) first proper recon! It’s “The Roof of the World”, the first episode of Doctor Who’s fourth serial, “Marco Polo”, from 1964. They also explain a bit about why Doctor Who has missing episodes and what a “reconstruction” is. Learning is fun"
"TeeVee";"83";2015-06-30;"2015";"June";"Tuesday";57.55;"True Detective S2E2 Review: “Night Finds You”";"Brian Hamilton, Philip Mozolak";NA;"Shows";"True Detective, Episode 2, Season 2";"Our flawed heroes return to show us the burdened agenda each carries into the night. Are any of them heroes? What happens in sound-baffled rooms in Hollywood?  When the crow comes to visit, he never leaves empty handed"
"Ruin the Movies";"10";2015-06-30;"2015";"June";"Tuesday";39.55;"Cereal Sommelier";"Lisa Schmeiser, Philip Michaels";NA;"Not provided";"Magic Mike XXL";"Phil and Lisa ruin “Magic Mike XXL"
"Robot or Not";"11";2015-06-29;"2015";"June";"Monday";6.43333333333333;"KITT";"John Siracusa, Jason Snell";NA;"Not provided";"Knight Rider";"The “Knight Rider” car is cool, but is it a robot? What about KITT’s evil twin, KARR? Also, the dark pre-history of Pixar’s “Cars"
"Unjustly Maligned";"18";2015-06-29;"2015";"June";"Monday";59.85;"“Dave Matthews Band” with Casey Liss";"Antony Johnston";"Casey Liss";"Music";"“Dave Matthews Band”";"Whoever the hell Casey Liss is, he joins Antony to persuade him the Dave Matthews Band is unjustly maligned, that you can’t beat a good drummer, and just what is a jam band, anyway"
"TeeVee";"82";2015-06-28;"2015";"June";"Sunday";52.45;"True Detective S2E1 Review: “The Western Book of the Dead”";"Brian Hamilton, Philip Mozolak";NA;"Shows";"True Detective Season 2, Episode 1";"California Noir is the new modality for season two of “True Detective.”  Strap on your badges and sheath your knife and join Special Agent Hamilton and Desk Sergent Mozolak in their investigation of the “True Detective” evidence locker.

Get a feed of all “True Detective” TeeVee reviews here"
"The Incomparable";"253";2015-06-27;"2015";"June";"Saturday";83.4;"Ignoring the Movie Completely";"Jason Snell";"Philip Michaels, Erika Ensign, Steve Lutz, Monty Ashley, Dan Moren";"Movies";"“The Maltese Falcon” and “The Thin Man”";"Old Movie Club reconvenes to watch two films based on the works of Dashiell Hammett: 1934’s “The Thin Man” and 1941’s “The Maltese Falcon.” We appreciate the drunken aplomb of Nick and Nora and the shifty glory of Peter Lorre and Sydney Greenstreet, all while taking in the faint scent of gardenias"
"TV Talk Machine";"40";2015-06-27;"2015";"June";"Saturday";62.2666666666667;"Forget It, It’s NBC";"Tim Goodman, Jason Snell";NA;"Not provided";"Humans, Mr. Robot, and more nerdy stuff";"It’s summer, and that means it’s time for an attack of nerdy shows! Tim’s watched AMC’s “Humans” and USA’s “Mr. Robot.” Jason’s seen “Dark Matter” and “Jonathan Strange & Mr Norrell.” Tim’s talked to the creator of “Extant.” Plus we answer your questions"
"Bonus Track";"253b";2015-06-27;"2015";"June";"Saturday";16.9166666666667;"The Fat Man Meets The Thin Man";"Jason Snell";"Dan Moren, Philip Michaels";"Not provided";"The Incomparable 253";"More about the Thin Man movie series, plus how to refer to The Internet’s Dr. Drang"
"Robot or Not";"10";2015-06-25;"2015";"June";"Thursday";2.93333333333333;"ASIMO";"John Siracusa, Jason Snell";NA;"Not provided";"Toy robots";"Honda’s ASIMO, Sony’s AIBO, and other cute things that can do The Robot dance. Also, our Radio Shack memories"
"Random Trek";"57";2015-06-25;"2015";"June";"Thursday";49.9666666666667;"“The Enemy Within” (TOS) with Frank Wu";"Scott McNulty";"Frank Wu";"Not provided";"“The Enemy Within”";"Frank Wu, Hugo award winning artist, joins Scott to discuss “The Enemy Within” (TOS S1E4). Transporter malfunctions, freezing Sulus, dogs in costumes, and the monster that is inside all of us are all in this episode. Scott and Frank talk about the lyrics to the TOS theme song, what makes us us, the lack of empathy towards Yeoman Rand, and no one thought to take a parka down to an ice planet.

Next on Random Trek: The Visitor (DS9"
"Robot or Not";"9";2015-06-22;"2015";"June";"Monday";3.83333333333333;"Assembly-Line Robots";"John Siracusa, Jason Snell";NA;"Not provided";"Titans of industry";"Look for the union label"
"Unjustly Maligned";"17";2015-06-22;"2015";"June";"Monday";53.4333333333333;"“Buckaroo Banzai” (the novelization) with David Loehr";"Antony Johnston";"David J. Loehr";"Movies";"“Buckaroo Banzai” (the novelisation)";"Playwright and theatre producer David Loehr joins Antony to convince him the novelisation of “Buckaroo Banzai” is unjustly maligned, mainly due to its association with a terrible movie, and how they threw away all the best bits"
"Defocused";"52";2015-06-22;"2015";"June";"Monday";114.3;"A Podcast Loaf";"Joe Rosensteel, Dan Sturm";NA;"Movies";"Not provided";"In this, our one year anniversary episode, we reminisce about the show and answer some listener questions"
"Myke at the Movies";"6";2015-06-22;"2015";"June";"Monday";40.9;"“Say Anything”";"Myke Hurley";"Jason Snell";"Not provided";"I gave her my heart, and she gave me a pen.";"Love is in the air, and 1989’s classic John Cusack film “Say Anything” is in the spotlight"
"Myke at the Movies";"5";2015-06-21;"2015";"June";"Sunday";78.9166666666667;"“Sneakers”";"Myke Hurley";"Casey Liss";"Not provided";"My voice is my passport.";"Casey makes Myke watch 1992’s star-studded techno-heist film “Sneakers"
"The Incomparable";"252";2015-06-20;"2015";"June";"Saturday";74.7333333333333;"Three Shames and a Ding";"Jason Snell";"David J. Loehr, Dan Moren, Brian Hamilton, Erika Ensign, John Siracusa";"Shows";"TV season wrap, and Game of Thrones Season 5";"Time to once again wrap up the TV season as a whole and “Game of Thrones” in particular. First we discuss shows we’ve enjoyed watching this year (including the final seasons of “Justified” and “Mad Men”), and then we fire off the Spoiler Horn and talk about the controversial fifth season of “Game of Thrones"
"TV Talk Machine";"39";2015-06-20;"2015";"June";"Saturday";58.2833333333333;"Refurbished Hugs";"Tim Goodman, Jason Snell";NA;"Not provided";"Game of Thrones finale and more";"Tim and Jason talk about the Game of Thrones finale and whether the show has failed our high expectations. Plus Jason reports back on two geeky shows, and we answer your questions. (Consult your doctor before binge listening"
"Robot or Not";"8";2015-06-19;"2015";"June";"Friday";3.88333333333333;"Roomba";"John Siracusa, Jason Snell";NA;"Not provided";"The lowest possible form of robot?";"Does a self-guided vacuum cleaner cross John’s minimum bar for a robot? And what does that have to do with ants and dogs"
"Random Trek";"56";2015-06-19;"2015";"June";"Friday";45.6166666666667;"“Lessons” (TNG) with Kara Scott";"Scott McNulty";"Kara Scott";"Not provided";"“Lessons”";"Kara Scott, poker player and reporter, joins Scott to discuss “Lessons” (TNG S6E19). Awkward kissing, poor Picard wardrobe choices, and a roll out keyboard - This episode has it all. Kara and Scott discuss all manner of things including what it is like to date a Capt. Kirk, mature relationships, and how Capt. Picard makes us a little gooey inside.

Next on Random Trek: The Enemy Within (TOS"
"Total Party Kill";"53";2015-06-18;"2015";"June";"Thursday";49.4833333333333;"1d8 Beetles";"Scott McNulty";"Erika Ensign, Steve Lutz, Jason Snell, Dan Moren, Tony Sindelar";"Not provided";"Eglath’s Angels, Part 11";"Trapped in a cage, assaulted by horrendous mind-control beetles, what can our adventurers do to save themselves"
"Robot or Not";"7";2015-06-15;"2015";"June";"Monday";0.883333333333333;"Telepresence Robots";"John Siracusa, Jason Snell";NA;"Not provided";"Skype isn’t a robot";"They’re funny, but are they robots"
"TeeVee";"81";2015-06-15;"2015";"June";"Monday";72.0333333333333;"Game of Thrones S5E10 review: “Mother’s Mercy”";"Jason Snell";"Monty Ashley, Brian Hamilton";"Not provided";"Game of Thrones Season 5, Episode 10";"It’s the season finale of “Game of Thrones!” So of course, nothing much happens in this episode. Except for suicides, zombie zingers, off-screen massacres, admissions of magic murder, death by long fall, death by multiple stab wounds, death by poison, the meeting of the Friends of Danerys Club, teenage dragons, a walk of shame—er, atonement, and more death by multiple stab wounds! But other than that, uneventful. We break it all down one last time"
"Unjustly Maligned";"16";2015-06-15;"2015";"June";"Monday";59.4166666666667;"“Star Trek: Voyager” with Brianna Wu";"Antony Johnston";"Brianna Wu";"Shows";"“Star Trek: Voyager”";"Game designer Brianna Wu joins Antony to convince him “Star Trek: Voyager” is unjustly maligned, explain why the world just wasn’t ready for feminist Trek, and why Seven of Nine is actually the best character in the whole franchise"
"Defocused";"51";2015-06-15;"2015";"June";"Monday";59.3833333333333;"The John Wayne Walk";"Joe Rosensteel, Dan Sturm";NA;"Movies";"The Birdcage";"Dan evades a political scandal by traveling to visit Joe in South Beach. Then they watch 1996’s The Birdcage"
"Lazy Doctor Who";"8";2015-06-15;"2015";"June";"Monday";16.7666666666667;"The Edge of Destruction 1-2";"Erika Ensign, Steven Schapansky";NA;"Not provided";"C (1-2)";"Erika and Steven continue Erika’s birthday weekend celebration by watching Doctor Who with Erika’s parents (who do not appear on the podcast, sadly). The story in question is the show’s third serial, “The Edge of Destruction”, from 1964"
"Lazy Doctor Who";"7";2015-06-14;"2015";"June";"Sunday";10.5333333333333;"The Daleks 7";"Erika Ensign, Steven Schapansky";NA;"Not provided";"B (7)";"Steven and Erika talk about the seventh (and final) episode of “The Daleks”, Doctor Who’s second serial, from 1964"
"The Incomparable";"251";2015-06-13;"2015";"June";"Saturday";86.5166666666667;"Tea, Sandwiches, and Mushrooms";"Jason Snell";"Fred Kiesche, Shaun Duke, Paul Weimer, Scott McNulty";"Books";"2015 Nebula Award Novels";"Time for our annual review of the Nebula Award nominees for the best SF or Fantasy novel of the year, with podcasters from Skiffy and Fanty, SF Signal, and The Three Hoarsemen! We’ll cover (in a spoiler-light fashion) books about space stations, alien invasions, empires, mushrooms, and tea ceremonies. There’s even a deadly incident involving a Zeppelin"
"Game Show";"13";2015-06-13;"2015";"June";"Saturday";121.666666666667;"Game Night: Golfing with Hitler";"Jason Snell";"Monty Ashley, David J. Loehr, Erika Ensign, Dan Moren, Tony Sindelar";"Not provided";"Trivial Pursuit";"This month on Game Night, we take a second spin at playing Trivial Pursuit—the original Genus Edition from the 1980s, of course. Strangely enough, things get a little scatological when we get to the brown spaces"
"TV Talk Machine";"38";2015-06-13;"2015";"June";"Saturday";57.8;"Awake at Good Times";"Tim Goodman, Jason Snell";NA;"Not provided";"Travel, Emmys, True Detective, OITNB, Geek Shows";"Tim's back from his trips to Austin and Banff with reports on his favorite panels and a very special meetup. Plus we talk about the return of “True Detective” and “Orange is the New Black,” detail some Emmy news, and Jason reports on his ongoing challenge of watching geeky shows Tim just won't review"
